solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,24.0,9.0,3.5893102776267805,7.103103697785383,0.7615819429136622,62.20946265668804
1,42.0,12.0,1.410588295426176,6.54933218991812,0.9584829074718263,44.16311396746161
2,2.0,37.0,2.996871818216474,7.50693740529486,0.7576733529075894,62.81406086724333
3,2.0,57.0,1.6372683881960448,7.10600164651063,0.8846489063764976,51.869292019703295
4,2.0,37.0,3.6414207135885066,7.598222507559845,0.7143843788526979,65.36098099951721
5,2.0,51.0,3.514522854388149,7.557894407866918,0.7178660492993112,65.14786789518614
6,2.0,26.0,2.683343555752919,7.423148869925816,0.794942535467797,60.259321955363454
7,2.0,37.0,2.5500421679175544,7.366030449966045,0.8092650684151921,58.75637981781048
8,2.0,2.0,3.585084983207631,7.639002678612277,0.7125905728319317,65.10274270354634
9,13.0,7.0,3.1158389619057556,7.212818742209995,0.7677266227281221,62.20815569057431
10,3.0,46.0,1.5783563494721797,6.985116986837143,0.9025803078810588,50.4861454197106
11,7.0,10.0,1.6158389619057556,7.0244516478290855,0.8926551333841556,51.799945479200545
12,6.0,34.0,1.331025909491937,6.785200567386066,0.9359033493160085,47.07432736734259
13,2.0,22.0,3.1158389619057556,7.539885002040178,0.7516121069951176,63.712565138977055
14,3.0,27.0,3.0726304486215166,7.3774078161952374,0.7744317489483777,61.96098722336279
15,3.0,31.0,2.3668155748997024,7.221103583019673,0.8286148395839074,57.30293629834836
16,2.0,42.0,1.212810522310388,6.95317952306959,0.9324503475072438,48.07947257403458
17,2.0,48.0,3.9789326317738634,7.631366487067104,0.6957449861385591,65.70078089738118
18,2.0,45.0,1.741558521161294,7.155340353150076,0.8827069651854317,52.609929521530105
19,2.0,23.0,2.5,7.412965502581337,0.8017056535443263,59.78643552394523
20,40.0,2.0,1.0,6.709212263219639,0.9563669420562568,44.82313036762502
21,12.0,7.0,1.2508095082421538,6.779505280630479,0.9376366293549596,47.16711348084477
22,2.0,40.0,1.88337887948727,7.20665595656737,0.8626870052636731,54.406831009742845
23,64.0,2.0,1.553445794537283,6.9651458480944966,0.9042759700255034,50.21289319267112
24,2.0,14.0,1.55,7.128550347905627,0.8991671688248547,51.781171397522996
25,2.0,31.0,1.0,6.896711312660275,0.9463300270438713,46.786851094020214
26,2.0,15.0,3.191658815297788,7.559225611858782,0.7470995302794764,64.14068249412945
27,2.0,16.0,1.7920288139245515,7.213690048975229,0.8759115967190653,53.88742299222561
28,46.0,2.0,1.0,6.780174298599172,0.9502136035427232,45.75434687362453
29,2.0,24.0,1.0,6.91288825273668,0.944545404558109,47.04166591740552
30,2.0,29.0,1.7222419158301046,7.149184727019319,0.8831036102783071,52.87255211254755
31,2.0,48.0,3.591459819623254,7.557894407866918,0.7178660492993112,65.14786789518614
32,2.0,2.0,2.5,7.448685865500794,0.8070449892805742,58.48991896800449
33,2.0,33.0,3.6384363371157207,7.604549924113534,0.7112800712476397,65.43926971414072
34,13.0,13.0,3.5060190437422456,7.146858456827406,0.7588746568204502,62.880049506069625
35,2.0,20.0,3.320576689318769,7.569446780394481,0.7359834353135466,64.9586449369769
36,2.0,29.0,2.496934543535773,7.380209902202691,0.8069783038666162,59.162415786731
37,2.0,13.0,2.7204067851859666,7.479780135701046,0.7877262809052047,61.163613518594374
38,2.0,43.0,1.9919218516356654,7.1818721770746095,0.864817491200747,54.04219128137892
39,2.0,27.0,1.3252976464269675,7.033197855337729,0.9192856391633876,49.70703389346906
40,39.0,13.0,1.3879738973186297,6.590795297606978,0.9533274825670749,44.92739356945866
41,2.0,26.0,4.0,7.664397558032036,0.6865307706142629,66.02469556016737
42,4.0,29.0,1.9773161835862931,7.037816270855763,0.8767847246475633,52.98666542167438
43,14.0,2.0,1.7360291110756976,7.063289983487753,0.8888417950898264,52.15619762807812
44,2.0,6.0,2.0911500015499764,7.335221266227643,0.8417568726705607,56.714154476874995
45,38.0,2.0,2.874114546788483,7.301863513525166,0.7951023318607099,59.889359405552824
46,2.0,38.0,2.4290207045226095,7.366030449966045,0.8092650684151921,58.75637981781048
47,3.0,27.0,1.2228287869560732,6.901309100027281,0.9310327495884135,48.23656497736066
48,2.0,20.0,2.1263205992818044,7.2984002756214625,0.8442836095568195,56.462621107713346
49,2.0,23.0,2.3069201264019283,7.362802836967329,0.8264543173098537,57.96344832721913
50,3.0,36.0,2.5,7.243792682366249,0.8196981660210974,57.977463881817705
51,12.0,7.0,1.1881530450796116,6.779505280630479,0.9376366293549596,47.16711348084477
52,2.0,17.0,2.7481352377056307,7.4772054565520865,0.7820171154945261,61.55554862437411
53,2.0,25.0,1.2382855780771855,7.0034275467400615,0.9298099991502623,48.73958971489655
54,2.0,25.0,2.406528739697027,7.373177191908555,0.8167275598970156,58.63273275558714
55,2.0,17.0,2.253044491812352,7.357968837965169,0.8281715006539239,57.871890392776805
56,2.0,11.0,2.618450357088889,7.472475890648756,0.7945122777110571,60.641479224481984
57,5.0,15.0,2.1136958761738596,7.114503986521033,0.8527244021470662,55.251404841012544
58,2.0,31.0,1.3547374490945456,7.043457488100302,0.9127673753661333,50.19487873325711
59,2.0,37.0,1.7058631375605584,7.100528421052984,0.8901802099703663,51.92384516245288
60,2.0,36.0,1.0932712297778668,6.883332593820189,0.9468044303755214,46.596575253892
